City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Puerto Santander,CO,2022-01-19 00:19:30,8.3636,-72.4063,78.21,78,57,2.64
276,Broken Hill,AU,2022-01-19 00:19:30,-31.95,141.4333,68.7,49,98,15.05
277,Saint Anthony,US,2022-01-19 00:19:31,45.0205,-93.218,36.55,76,100,8.01
278,Margate,GB,2022-01-19 00:20:31,51.3813,1.3862,40.69,95,84,7.92
279,Saiha,IN,2022-01-19 00:20:31,22.4833,92.9667,51.64,88,77,3.49
280,Kenai,US,2022-01-19 00:20:32,60.5544,-151.2583,22.08,84,75,6.91
281,Brae,GB,2022-01-19 00:20:32,60.3964,-1.353,47.14,91,100,29.46
282,Khomutovo,RU,2022-01-19 00:20:33,52.4658,104.4025,18.21,97,99,3.94
283,Aykhal,RU,2022-01-19 00:20:33,66.0,111.5,-12.96,100,99,9.91
284,Songkhla,TH,2022-01-19 00:20:34,6.8333,100.6667,69.85,91,50,4.41
285,Port Blair,IN,2022-01-19 00:20:34,11.6667,92.75,77.88,77,44,6.35
286,Port Elizabeth,ZA,2022-01-19 00:20:30,-33.918,25.5701,68.09,79,92,15.66
287,Whyalla,AU,2022-01-19 00:20:35,-33.0333,137.5833,71.82,46,14,14.61
288,Chauk,MM,2022-01-19 00:20:35,20.8833,94.8167,62.19,65,0,5.3
289,Ouricuri,BR,2022-01-19 00:20:35,-7.8825,-40.0817,79.75,41,62,2.95
290,Roros,NO,2022-01-19 00:20:36,62.5747,11.3842,39.04,65,75,8.05
291,Mareeba,AU,2022-01-19 00:20:36,-17.0,145.4333,84.43,72,100,2.42
292,Omboue,GA,2022-01-19 00:20:37,-1.5746,9.2618,76.24,91,99,3.83
293,Medina,SA,2022-01-19 00:20:37,24.4686,39.6142,54.03,35,0,6.91
294,Auki,SB,2022-01-19 00:20:37,-8.7676,160.7034,86.13,67,100,4.27
295,Tura,IN,2022-01-19 00:20:38,25.5198,90.2201,56.41,72,97,2.66
296,Tottori,JP,2022-01-19 00:20:38,35.5,134.2333,33.8,100,75,4.61
297,Rumoi,JP,2022-01-19 00:20:38,43.9344,141.6428,24.44,77,97,7.67
298,Eureka,US,2022-01-19 00:20:39,40.8021,-124.1637,51.67,85,100,1.99
299,Awbari,LY,2022-01-19 00:20:39,26.5921,12.7805,54.84,49,100,5.21
300,Valparaiso,CL,2022-01-19 00:19:43,-33.0393,-71.6273,60.53,55,2,15.39
301,Zhangye,CN,2022-01-19 00:20:40,38.9342,100.4517,25.38,25,0,4.34
302,Sinnamary,GF,2022-01-19 00:20:40,5.3833,-52.95,76.41,89,67,7.7
303,Guarapari,BR,2022-01-19 00:20:41,-20.6667,-40.4975,78.69,89,1,10.74
304,Norsup,VU,2022-01-19 00:20:41,-16.0667,167.3833,84.67,65,80,5.59
305,Sol-Iletsk,RU,2022-01-19 00:20:42,51.1631,54.9918,6.55,97,100,7.23
306,Goderich,CA,2022-01-19 00:20:42,43.7501,-81.7165,27.91,86,100,11.5
307,Comodoro Rivadavia,AR,2022-01-19 00:20:43,-45.8667,-67.5,64.26,36,0,19.57
308,Rabat,MA,2022-01-19 00:20:43,33.9911,-6.8401,54.05,100,40,0.0
309,Airai,TL,2022-01-19 00:20:43,-8.9266,125.4092,64.15,89,100,1.88
310,Port-Gentil,GA,2022-01-19 00:20:44,-0.7193,8.7815,78.75,85,97,5.46
311,Chimbote,PE,2022-01-19 00:20:44,-9.0853,-78.5783,72.0,83,25,7.4
312,Dingle,PH,2022-01-19 00:20:45,10.9995,122.6711,74.48,93,99,7.76
313,Ylojarvi,FI,2022-01-19 00:20:45,61.5563,23.5961,32.81,89,0,8.05
314,San Quintin,MX,2022-01-19 00:20:46,30.4833,-115.95,62.4,75,1,9.86
315,Enshi,CN,2022-01-19 00:20:46,30.3,109.4833,40.93,80,0,0.96
316,Sorland,NO,2022-01-19 00:20:46,67.667,12.6934,42.33,92,100,30.42
317,Mahebourg,MU,2022-01-19 00:20:47,-20.4081,57.7,81.25,94,40,3.44
318,Port Hardy,CA,2022-01-19 00:20:47,50.6996,-127.4199,45.75,93,100,9.22
319,Ilulissat,GL,2022-01-19 00:20:48,69.2167,-51.1,17.62,35,100,9.22
320,Bubaque,GW,2022-01-19 00:20:48,11.2833,-15.8333,78.84,71,0,7.4
321,Zhangjiakou,CN,2022-01-19 00:17:01,40.81,114.8794,16.99,66,78,5.06
322,Constitucion,CL,2022-01-19 00:21:49,-35.3333,-72.4167,56.84,63,94,15.84
323,Linhares,BR,2022-01-19 00:18:15,-19.3911,-40.0722,73.94,94,88,2.89
324,Tazovskiy,RU,2022-01-19 00:21:50,67.4667,78.7,-7.6,100,99,6.08
325,Kaniama,CD,2022-01-19 00:21:50,-7.5667,24.1833,64.74,99,100,2.77
326,Okha,RU,2022-01-19 00:21:50,53.5739,142.9478,-1.08,95,98,20.6
327,Kamaishi,JP,2022-01-19 00:21:51,39.2667,141.8833,14.95,65,49,3.49
328,Bonavista,CA,2022-01-19 00:21:51,48.6499,-53.1147,43.12,92,100,38.5
329,Salinas,US,2022-01-19 00:19:23,36.6777,-121.6555,62.82,70,0,9.22
330,Bambous Virieux,MU,2022-01-19 00:21:52,-20.3428,57.7575,81.21,94,40,3.44
331,Chaplynka,UA,2022-01-19 00:21:52,46.3651,33.5403,25.81,86,94,14.45
332,Ayan,RU,2022-01-19 00:21:53,56.45,138.1667,-7.38,75,19,8.1
333,Severo-Kurilsk,RU,2022-01-19 00:21:53,50.6789,156.125,28.53,86,100,8.77
334,Eirunepe,BR,2022-01-19 00:21:54,-6.6603,-69.8736,77.56,88,97,2.86
335,Pavilosta,LV,2022-01-19 00:21:54,56.8879,21.1859,39.15,90,67,17.58
336,Mongar,BT,2022-01-19 00:21:55,27.2747,91.2396,37.24,55,36,7.02
337,Port Hedland,AU,2022-01-19 00:21:55,-20.3167,118.5667,86.05,58,14,0.0
338,Muisne,EC,2022-01-19 00:21:56,0.6,-80.0333,75.58,90,94,5.93
339,Loanda,AO,2022-01-19 00:20:03,-8.8368,13.2343,73.27,79,27,6.85
340,Komsomolskiy,UZ,2022-01-19 00:18:17,40.4272,71.7189,42.22,87,75,6.91
341,Bereda,ES,2022-01-19 00:21:56,43.2686,-7.5406,41.92,98,7,2.33
342,Sao Filipe,CV,2022-01-19 00:21:57,14.8961,-24.4956,74.55,74,69,10.51
343,Bonthe,SL,2022-01-19 00:21:57,7.5264,-12.505,79.18,82,17,2.26
344,Pilot Butte,CA,2022-01-19 00:21:57,50.4668,-104.4178,-7.22,73,20,21.85
345,Dunedin,NZ,2022-01-19 00:21:58,-45.8742,170.5036,58.8,90,100,8.99
346,Hami,CN,2022-01-19 00:21:58,42.8,93.45,23.45,44,7,1.21
347,Pisco,PE,2022-01-19 00:21:59,-13.7,-76.2167,73.45,73,0,18.41
348,Tuatapere,NZ,2022-01-19 00:21:59,-46.1333,167.6833,56.37,82,96,10.63
349,Namibe,AO,2022-01-19 00:21:59,-15.1961,12.1522,68.41,83,50,4.29
350,Ngunguru,NZ,2022-01-19 00:22:00,-35.6167,174.5,71.17,61,56,11.03
351,Bowen,AU,2022-01-19 00:22:00,-20.0167,148.2333,85.12,56,100,11.41
352,Grenaa,DK,2022-01-19 00:22:01,56.4158,10.8783,41.22,91,100,16.13
353,Kashi,CN,2022-01-19 00:22:01,39.4547,75.9797,29.23,39,20,6.71
354,Las Cruces,US,2022-01-19 00:17:05,32.3123,-106.7783,60.89,72,100,8.99
355,Colares,PT,2022-01-19 00:22:02,38.7992,-9.4469,52.9,60,1,1.99
356,Luderitz,NA,2022-01-19 00:22:02,-26.6481,15.1594,71.38,72,19,17.07
357,Honiara,SB,2022-01-19 00:22:03,-9.4333,159.95,85.62,72,98,4.7
358,Shitanjing,CN,2022-01-19 00:22:03,39.2342,106.3439,24.39,33,2,8.5
359,Touros,BR,2022-01-19 00:22:04,-5.1989,-35.4608,79.7,72,11,13.22
360,Kodiak,US,2022-01-19 00:22:04,57.79,-152.4072,34.84,96,100,12.08
361,Barreirinhas,BR,2022-01-19 00:22:04,-2.7469,-42.8264,77.97,88,89,8.59
362,Bangolo,CI,2022-01-19 00:22:05,7.0069,-7.475,66.13,27,1,2.39
363,Rocha,UY,2022-01-19 00:20:27,-34.4833,-54.3333,69.69,94,100,13.73
364,Talnakh,RU,2022-01-19 00:22:06,69.4865,88.3972,2.21,90,100,21.41
365,Belle Fourche,US,2022-01-19 00:22:06,44.6714,-103.8522,26.11,53,100,16.75
366,Gondanglegi,ID,2022-01-19 00:22:06,-7.7479,112.0132,75.87,91,100,1.68
367,Lander,US,2022-01-19 00:22:07,42.833,-108.7307,45.41,42,0,8.05
368,Buraydah,SA,2022-01-19 00:22:07,26.326,43.975,43.25,32,0,6.82
369,Kavaratti,IN,2022-01-19 00:23:08,10.5669,72.642,80.85,72,60,8.25
370,Gilgit,PK,2022-01-19 00:23:08,35.9221,74.3087,34.5,80,99,0.56
371,Baracatan,PH,2022-01-19 00:23:08,6.9675,125.4158,73.96,73,81,6.85
372,Geraldton,AU,2022-01-19 00:23:09,-28.7667,114.6,95.41,18,0,21.85
373,Mount Gambier,AU,2022-01-19 00:23:09,-37.8333,140.7667,69.87,55,81,13.53
374,Lanigan,CA,2022-01-19 00:23:10,51.8501,-105.0344,-9.11,93,100,12.3
375,Malya,TZ,2022-01-19 00:23:10,-2.9833,33.5167,63.5,95,100,8.16
376,Khandyga,RU,2022-01-19 00:23:10,62.6667,135.6,-47.11,100,64,1.14
377,Honningsvag,NO,2022-01-19 00:23:11,70.9821,25.9704,38.01,95,100,28.74
378,Dudinka,RU,2022-01-19 00:23:11,69.4058,86.1778,2.62,94,100,16.62
379,Elat,IL,2022-01-19 00:23:12,29.5581,34.9482,46.24,53,0,0.0
380,Taoudenni,ML,2022-01-19 00:23:12,22.6783,-3.9836,57.85,14,53,13.04
381,Batemans Bay,AU,2022-01-19 00:23:12,-35.7167,150.1833,70.2,84,100,10.51
382,Bismarck,US,2022-01-19 00:20:02,46.8083,-100.7837,7.88,68,40,32.21
383,Provideniya,RU,2022-01-19 00:23:13,64.3833,-173.3,-6.65,71,0,4.47
384,Matucana,PE,2022-01-19 00:23:14,-11.85,-76.4,58.77,84,99,1.48
385,Jalapa,MX,2022-01-19 00:23:14,19.5333,-96.9167,57.29,86,17,2.95
386,Port Said,EG,2022-01-19 00:23:14,31.2565,32.2841,54.95,62,7,26.93
387,Kruisfontein,ZA,2022-01-19 00:23:15,-34.0033,24.7314,65.88,87,96,13.89
388,Kosa,RU,2022-01-19 00:23:15,59.9445,54.9977,24.06,96,100,6.2
389,Marawi,PH,2022-01-19 00:23:16,7.9986,124.2928,68.65,89,80,2.33
390,Ostersund,SE,2022-01-19 00:23:16,63.1792,14.6357,39.65,81,75,8.05
391,Natal,BR,2022-01-19 00:23:16,-5.795,-35.2094,80.82,78,20,9.22
392,Urusha,RU,2022-01-19 00:23:17,54.05,122.9,-25.2,96,5,2.19
393,Gallatin,US,2022-01-19 00:23:17,45.6666,-111.2008,29.26,86,100,4.0
394,Manaus,BR,2022-01-19 00:23:18,-3.1019,-60.025,75.7,94,40,2.3
395,Portsmouth,GB,2022-01-19 00:23:18,50.799,-1.0913,43.97,93,78,4.25
396,Tangjiazhuang,CN,2022-01-19 00:23:18,39.7333,118.45,18.82,45,6,10.76
397,Vadlapudi,IN,2022-01-19 00:23:19,14.3167,79.8,67.53,91,32,2.51
398,Sivas,TR,2022-01-19 00:23:19,39.7916,37.0019,14.63,92,100,20.71
399,Bacolod,PH,2022-01-19 00:23:20,10.6667,122.95,76.33,88,99,11.34
400,Porto Novo,BJ,2022-01-19 00:22:07,6.4965,2.6036,78.62,76,7,1.66
401,Tromso,NO,2022-01-19 00:23:20,69.6496,18.957,36.25,87,75,5.01
402,Westport,US,2022-01-19 00:23:21,41.1415,-73.3579,32.99,54,0,1.01
403,Cervo,ES,2022-01-19 00:23:21,43.6702,-7.4101,45.97,86,7,7.96
404,Carnarvon,AU,2022-01-19 00:23:21,-24.8667,113.6333,84.27,61,0,4.61
405,Maraa,BR,2022-01-19 00:23:22,-1.8333,-65.3667,74.44,95,72,2.89
406,Biryusinsk,RU,2022-01-19 00:23:22,55.9634,97.8235,17.83,97,100,1.5
407,Mwinilunga,ZM,2022-01-19 00:23:23,-11.7358,24.4293,59.59,99,100,3.78
408,Santa Lucia,ES,2022-01-19 00:23:23,27.9117,-15.5407,58.77,68,20,4.61
409,Songjianghe,CN,2022-01-19 00:23:24,42.1859,127.479,-0.17,89,100,3.56
410,Waingapu,ID,2022-01-19 00:23:24,-9.6567,120.2641,75.51,85,100,9.95
411,Olinda,BR,2022-01-19 00:21:12,-8.0089,-34.8553,82.13,74,75,9.22
412,Saskylakh,RU,2022-01-19 00:23:25,71.9167,114.0833,-5.82,96,68,9.91
413,Machiques,VE,2022-01-19 00:23:25,10.0644,-72.545,80.46,60,38,10.92
414,Erzin,TR,2022-01-19 00:24:26,36.9559,36.2,39.72,91,100,6.49
415,Chokwe,MZ,2022-01-19 00:24:26,-24.5333,32.9833,68.25,91,0,2.86
416,Usinsk,RU,2022-01-19 00:24:27,65.9939,57.5281,7.38,96,100,8.32
417,Melilla,ES,2022-01-19 00:24:27,35.2937,-2.9383,46.78,81,0,2.3
418,Yacopi,CO,2022-01-19 00:24:28,5.4595,-74.3382,62.37,97,100,1.92
419,Rincon,US,2022-01-19 00:24:28,32.296,-81.2354,44.85,70,0,6.91
420,Tecoanapa,MX,2022-01-19 00:24:28,16.5167,-98.75,78.8,73,78,5.01
421,Kunya,NG,2022-01-19 00:24:29,12.2233,8.5325,60.96,48,36,5.75
422,Tarauaca,BR,2022-01-19 00:24:30,-8.1614,-70.7656,81.03,71,94,0.43
423,Mizdah,LY,2022-01-19 00:24:30,31.4451,12.9801,43.68,84,0,4.52
424,Damaturu,NG,2022-01-19 00:24:30,11.747,11.9608,56.53,29,76,8.75
425,Pimentel,PE,2022-01-19 00:24:31,-6.8367,-79.9342,71.46,82,48,10.4
426,Laguna De Perlas,NI,2022-01-19 00:24:31,12.3429,-83.6712,76.6,80,30,16.02
427,George,ZA,2022-01-19 00:24:32,-33.963,22.4617,62.15,88,100,4.61
428,Shakawe,BW,2022-01-19 00:24:32,-18.3667,21.85,65.77,94,78,4.41
429,Riyadh,SA,2022-01-19 00:21:53,24.6877,46.7219,48.34,36,32,6.31
430,Dawson Creek,CA,2022-01-19 00:24:33,55.7666,-120.2362,-11.24,77,0,0.0
431,Aasiaat,GL,2022-01-19 00:24:33,68.7098,-52.8699,12.78,72,100,17.07
432,Odweyne,SO,2022-01-19 00:24:33,9.4092,45.064,64.99,49,67,2.17
433,Tautira,PF,2022-01-19 00:24:34,-17.7333,-149.15,77.02,74,100,15.21
434,Nsanje,MW,2022-01-19 00:24:34,-16.92,35.262,71.91,97,66,0.89
435,Balkanabat,TM,2022-01-19 00:24:35,39.5108,54.3671,36.07,72,7,6.82
436,Santa Isabel Do Rio Negro,BR,2022-01-19 00:24:35,-0.4139,-65.0192,74.88,95,80,2.68
437,Ballarpur,IN,2022-01-19 00:24:35,19.8333,79.35,61.81,71,5,2.44
438,Castricum,NL,2022-01-19 00:24:36,52.5483,4.6694,41.0,72,68,3.0
439,Amapa,BR,2022-01-19 00:24:36,1.0,-52.0,71.85,99,78,2.1
440,Russell,US,2022-01-19 00:20:39,32.3502,-85.1999,47.8,75,0,3.44
441,Kousseri,CM,2022-01-19 00:21:48,12.0769,15.0306,62.22,21,30,11.72
442,Tyukhtet,RU,2022-01-19 00:21:16,56.5389,89.3011,5.47,96,63,6.35
443,Merauke,ID,2022-01-19 00:24:38,-8.4667,140.3333,77.74,90,100,5.95
444,Sao Felix Do Xingu,BR,2022-01-19 00:24:38,-6.6447,-51.995,71.71,98,99,1.01
445,Macae,BR,2022-01-19 00:24:38,-22.3708,-41.7869,80.35,83,0,12.66
446,Mae Hong Son,TH,2022-01-19 00:24:39,19.3003,97.9685,64.54,94,40,0.0
447,Barranca,PE,2022-01-19 00:24:39,-10.75,-77.7667,72.79,77,83,7.23
448,Vila Franca Do Campo,PT,2022-01-19 00:24:40,37.7167,-25.4333,59.41,90,100,15.14
449,Koslan,RU,2022-01-19 00:24:40,63.4564,48.8989,-2.0,100,96,2.68
450,Herat,AF,2022-01-19 00:24:40,34.5,62.0,41.7,76,4,3.6
451,Folldal,NO,2022-01-19 00:24:41,62.1325,9.9968,22.08,96,100,6.31
452,Berlevag,NO,2022-01-19 00:24:41,70.8578,29.0864,34.39,85,100,28.21
453,Pochutla,MX,2022-01-19 00:24:42,15.7432,-96.4661,79.83,62,11,5.3
454,Taitung,TW,2022-01-19 00:24:42,22.7583,121.1444,66.47,77,75,5.75
455,Basco,PH,2022-01-19 00:24:42,20.4487,121.9702,75.65,69,100,12.28
456,Galle,LK,2022-01-19 00:24:43,6.0367,80.217,74.64,88,99,4.14
457,Hinton,CA,2022-01-19 00:20:51,53.4001,-117.5857,7.11,100,16,2.04
458,Tabuk,PH,2022-01-19 00:25:43,17.4189,121.4443,68.86,79,91,2.33
459,Punta Alta,AR,2022-01-19 00:25:44,-38.8759,-62.0736,62.58,78,100,19.33
460,Sao Miguel Do Araguaia,BR,2022-01-19 00:25:44,-13.275,-50.1628,74.08,87,62,2.98
461,Bandar-E Lengeh,IR,2022-01-19 00:25:45,26.5579,54.8807,64.51,82,75,6.91
462,Purificacion,CO,2022-01-19 00:25:45,3.8587,-74.9313,80.2,74,84,1.05
463,Viedma,AR,2022-01-19 00:25:45,-40.8135,-62.9967,59.2,60,64,12.73
464,Oistins,BB,2022-01-19 00:23:39,13.0667,-59.5333,77.09,78,40,16.11
465,Obo,CF,2022-01-19 00:25:46,5.3998,26.4869,70.43,80,97,3.6
466,Namtsy,RU,2022-01-19 00:25:46,62.7161,129.6658,-41.69,100,63,1.92
467,Biaora,IN,2022-01-19 00:25:47,23.8667,76.9167,51.04,45,1,3.96
468,Aklavik,CA,2022-01-19 00:25:47,68.2191,-135.0107,-19.48,76,100,4.61
469,Ampanihy,MG,2022-01-19 00:25:48,-24.7,44.75,68.76,78,9,9.48
470,Chernitsyno,RU,2022-01-19 00:25:48,51.5074,36.051,19.02,81,100,16.4
471,Yinchuan,CN,2022-01-19 00:25:49,38.4681,106.2731,26.98,31,0,5.95
472,General Roca,AR,2022-01-19 00:25:49,-39.0333,-67.5833,59.4,77,100,15.26
473,Horodnytsya,UA,2022-01-19 00:25:49,50.807,27.3168,23.85,81,13,8.39
474,Ixil,MX,2022-01-19 00:25:50,21.15,-89.4833,73.45,58,0,7.58
475,Ous,RU,2022-01-19 00:25:50,60.9058,61.5186,18.84,91,100,7.05
476,Ahipara,NZ,2022-01-19 00:25:51,-35.1667,173.1667,74.12,54,43,7.14
477,Mombaca,BR,2022-01-19 00:25:51,-5.7431,-39.6275,76.35,63,60,1.86
478,Katsuura,JP,2022-01-19 00:25:51,35.1333,140.3,46.18,42,55,8.7
479,Zhezkazgan,KZ,2022-01-19 00:25:52,47.8043,67.7144,6.78,85,40,13.42
480,Petropavlovsk-Kamchatskiy,RU,2022-01-19 00:23:47,53.0452,158.6483,23.59,54,75,6.71
481,Tangshan,CN,2022-01-19 00:25:53,39.6333,118.1833,19.26,48,10,8.93
482,Carballo,ES,2022-01-19 00:25:53,43.213,-8.691,45.82,86,0,3.0
483,Maragogi,BR,2022-01-19 00:25:54,-9.0122,-35.2225,80.64,64,19,9.48
484,Karwar,IN,2022-01-19 00:25:54,14.8,74.1333,71.73,61,75,5.82
485,Rio Gallegos,AR,2022-01-19 00:25:55,-51.6226,-69.2181,64.45,48,0,18.41
486,Pafos,CY,2022-01-19 00:23:16,34.7667,32.4167,51.71,71,75,8.05
487,Jiblah,YE,2022-01-19 00:25:55,13.9216,44.1467,57.18,86,46,5.37
488,Burns Lake,CA,2022-01-19 00:25:56,54.2331,-125.7533,15.22,93,100,3.06
489,Wewak,PG,2022-01-19 00:25:56,-3.5534,143.6268,77.67,90,100,15.73
490,Nikolayevsk-Na-Amure,RU,2022-01-19 00:25:57,53.1406,140.73,-9.65,95,86,4.97
491,Byron Bay,AU,2022-01-19 00:25:57,-28.65,153.6167,84.16,71,68,5.28
492,Raga,SS,2022-01-19 00:25:57,8.4596,25.678,68.34,27,58,3.83
493,Aden,YE,2022-01-19 00:25:58,12.7794,45.0367,76.46,71,3,3.87
494,Maniwaki,CA,2022-01-19 00:25:58,46.3834,-75.966,-7.06,84,55,0.0
495,Samarai,PG,2022-01-19 00:25:59,-10.6167,150.6667,84.34,67,95,11.68
496,Maibong,IN,2022-01-19 00:25:59,25.3,93.1667,53.65,79,92,0.89
497,Windsor,CA,2022-01-19 00:23:11,42.3001,-83.0165,32.97,79,100,7.0
498,Olavarria,AR,2022-01-19 00:26:00,-36.8927,-60.3225,62.02,100,100,18.48
499,Oneida,US,2022-01-19 00:24:46,43.2001,-75.4663,13.14,86,0,0.0
500,Great Yarmouth,GB,2022-01-19 00:27:01,52.6083,1.7305,38.55,93,81,12.57
501,Nemuro,JP,2022-01-19 00:27:01,43.3236,145.575,28.83,70,80,21.68
502,Dafeng,CN,2022-01-19 00:27:01,23.4517,108.5881,50.72,83,2,3.18
503,Strezhevoy,RU,2022-01-19 00:27:02,60.7333,77.5889,15.78,94,100,12.03
504,Mayo,US,2022-01-19 00:27:02,38.8876,-76.5119,34.0,70,0,1.01
505,Loukhi,RU,2022-01-19 00:27:03,66.0764,33.0381,22.62,94,100,9.84
506,Payson,US,2022-01-19 00:27:03,40.0444,-111.7321,41.41,56,75,0.0
507,Guasdualito,VE,2022-01-19 00:27:03,7.2424,-70.7324,82.4,65,60,2.3
508,Rantepao,ID,2022-01-19 00:27:04,-2.9701,119.8978,69.96,88,100,2.53
509,Lizzano,IT,2022-01-19 00:27:04,40.391,17.4476,44.67,69,0,12.39
510,Kendari,ID,2022-01-19 00:27:05,-3.945,122.4989,78.8,87,99,2.55
511,Voznesenye,RU,2022-01-19 00:27:05,61.0106,35.4781,13.55,91,93,7.83
512,Half Moon Bay,US,2022-01-19 00:27:06,37.4636,-122.4286,62.46,82,0,1.99
513,Sangar,RU,2022-01-19 00:27:06,63.9242,127.4739,-39.14,97,60,4.72
514,Lotofaga,WS,2022-01-19 00:27:07,-13.9764,-171.8578,89.38,77,100,16.75
515,Am Timan,TD,2022-01-19 00:27:07,11.0297,20.2827,68.79,21,3,10.2
516,Chisindia,RO,2022-01-19 00:27:07,46.2833,22.1,20.19,95,52,0.47
517,Sur,OM,2022-01-19 00:27:08,22.5667,59.5289,72.21,76,7,4.68
518,Norwalk,US,2022-01-19 00:27:08,33.9022,-118.0817,66.16,75,100,4.0
519,Mao,ES,2022-01-19 00:27:09,39.8885,4.2658,46.96,93,40,2.3
520,Tutoia,BR,2022-01-19 00:27:09,-2.7619,-42.2744,85.98,83,68,13.11
521,Seminole,US,2022-01-19 00:25:59,28.7086,-81.2081,55.06,76,0,6.91
522,Lyngseidet,NO,2022-01-19 00:27:10,69.5763,20.2189,35.69,100,100,6.6
523,Bloemfontein,ZA,2022-01-19 00:27:10,-29.1211,26.214,62.08,94,34,11.5
524,Sitangkai,PH,2022-01-19 00:27:10,4.6628,119.3928,80.35,81,98,12.44
525,Chicama,PE,2022-01-19 00:27:11,-7.8447,-79.1469,70.34,74,36,6.08
526,Husavik,IS,2022-01-19 00:27:11,66.0449,-17.3389,26.51,93,92,16.93
527,Denpasar,ID,2022-01-19 00:24:33,-8.65,115.2167,82.06,83,20,8.05
528,Chulym,RU,2022-01-19 00:27:12,55.0997,80.9572,1.94,97,53,8.03
529,Kangaatsiaq,GL,2022-01-19 00:27:12,68.3065,-53.4641,11.53,73,100,11.59
530,Alice Springs,AU,2022-01-19 00:24:22,-23.7,133.8833,74.75,74,100,5.99
531,Bealanana,MG,2022-01-19 00:27:13,-14.55,48.7333,63.77,97,100,2.37
532,Graaff-Reinet,ZA,2022-01-19 00:27:13,-32.2522,24.5308,63.91,84,14,3.58
533,Beringovskiy,RU,2022-01-19 00:27:14,63.05,179.3167,-17.03,90,14,9.42
534,College,US,2022-01-19 00:25:23,64.8569,-147.8028,9.81,81,75,0.0
535,Yerbogachen,RU,2022-01-19 00:27:14,61.2767,108.0108,-0.11,100,99,4.92
536,Nuevitas,CU,2022-01-19 00:27:14,21.5453,-77.2644,69.24,67,16,7.45
537,Sao Joao Da Barra,BR,2022-01-19 00:27:15,-21.6403,-41.0511,77.04,88,0,16.8
538,Kloulklubed,PW,2022-01-19 00:27:15,7.0419,134.2556,84.7,75,100,16.04
539,Xining,CN,2022-01-19 00:27:16,36.6167,101.7667,23.23,21,0,2.35
540,Hornepayne,CA,2022-01-19 00:27:16,49.2138,-84.7705,4.24,95,100,8.9
541,Niteroi,BR,2022-01-19 00:27:16,-22.8833,-43.1036,83.86,76,20,8.05
542,Porto Santo,PT,2022-01-19 00:27:17,33.072,-16.3415,66.31,72,40,18.41
543,Cravo Norte,CO,2022-01-19 00:27:17,6.3017,-70.2041,85.86,44,43,5.68
544,Madingou,CG,2022-01-19 00:27:18,-4.1536,13.55,70.92,97,91,1.66
545,Manta,EC,2022-01-19 00:27:18,-0.95,-80.7333,78.58,69,75,11.5
546,Lata,PT,2022-01-19 00:28:19,40.1629,-8.3327,48.81,71,1,3.69
547,Bethanien,NA,2022-01-19 00:28:19,-26.502,17.1583,73.76,43,100,8.81
548,Avera,US,2022-01-19 00:28:19,33.194,-82.5271,48.07,56,10,4.0
549,Wilmington,US,2022-01-19 00:23:35,34.2257,-77.9447,41.86,77,0,0.0
550,Rabak,SD,2022-01-19 00:28:20,13.1809,32.74,64.49,22,6,12.71
